trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
180,False,"{'a': 0.6, 'e': 3.532628572200816e-24}",30,16,19.906772000585175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 2.617035613187206e-24}",25,0,-9.620161228880093,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
182,False,"{'a': 0.6, 'e': 1.9387476664220343e-24}",25,0,32.58843570811851,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.6, 'e': 1.4362595965896042e-24}",30,0,42.59645068942828,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.6, 'e': 1.0640072787825526e-24}",30,0,36.548862173536115,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 7.882359790600872e-25}",30,0,40.298676723205055,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.6, 'e': 5.839395754846056e-25}",35,18,11.096680332754536,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.6, 'e': 4.325930772961432e-25}",20,0,24.52230358819679,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.6, 'e': 3.2047283380175764e-25}",25,0,29.260794277456647,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.6, 'e': 2.37412114513846e-25}",35,0,42.39411615795405,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.6, 'e': 1.7587922024243164e-25}",35,0,43.12128762176214,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.6, 'e': 1.302945309948862e-25}",20,3,21.510332051460598,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 9.652456261619053e-26}",30,21,16.091650222718293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 7.150715472940733e-26}",25,0,24.14167859802133,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.6, 'e': 5.297380313265182e-26}",20,14,11.403738397229892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 3.924395857947473e-26}",25,0,26.00836343536774,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.6, 'e': 2.9072639567353505e-26}",20,2,21.861545684568327,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 2.1537541114807732e-26}",30,18,20.20503042052007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.6, 'e': 1.5955402886531206e-26}",20,0,21.55354264109204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.6, 'e': 1.1820053176659994e-26}",25,15,16.48498670537062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 8.756510762696543e-27}",30,0,41.13535460271569,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.6, 'e': 6.486982722601165e-27}",20,0,31.490973867881785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.6, 'e': 4.805674998150441e-27}",20,6,23.878531167249555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 3.5601316013044274e-27}",35,0,47.49912354630959,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.6, 'e': 2.637410358271101e-27}",20,0,-15.291867864899844,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
205,False,"{'a': 0.6, 'e': 1.953841648821929e-27}",20,0,-9.368010997432433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
206,False,"{'a': 0.6, 'e': 1.4474414937740955e-27}",35,14,29.216981828433582,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 1.0722910319586133e-27}",30,0,42.24431306084327,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.6, 'e': 7.94372734348543e-28}",20,0,26.424769685571377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.6, 'e': 5.884857956181586e-28}",30,0,44.675428274255864,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.6, 'e': 4.359610000063093e-28}",25,0,31.542341460433747,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.6, 'e': 3.2296785231129646e-28}",30,8,31.629362087823864,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 2.392604696866505e-28}",20,0,27.854757235654397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.6, 'e': 1.7724851543273652e-28}",25,0,34.567833390692996,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.6, 'e': 1.3130892982135587e-28}",20,0,28.760285633818373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.6, 'e': 9.727604774987742e-29}",20,0,-4.007347818232455,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
216,False,"{'a': 0.6, 'e': 7.206386860901402e-29}",20,5,16.682078208601663,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.6, 'e': 5.338622691837087e-29}",25,19,10.433460969753925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 3.954948963457794e-29}",20,0,25.892405085221135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.6, 'e': 2.9298982539958076e-29}",25,16,12.462888105554946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 2.1705220113036462e-29}",20,4,9.733928192683956,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.6, 'e': 1.6079622543644706e-29}",25,0,34.106328219966514,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.6, 'e': 1.1912077362016509e-29}",25,0,31.8193031155621,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.6, 'e': 8.824683955952042e-30}",20,0,-14.156998619950716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
224,False,"{'a': 0.6, 'e': 6.537486666326895e-30}",20,0,25.59322608752577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.6, 'e': 4.843089239878746e-30}",25,0,33.24895684348863,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.6, 'e': 3.587848753289746e-30}",20,0,14.517201730697792,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.6, 'e': 2.6579437294872296e-30}",20,0,23.028388872988366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.6, 'e': 1.9690531443508587e-30}",30,0,31.956240547186237,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.6, 'e': 1.458710446825745e-30}",30,16,25.323113380822207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 1.080639277707282e-30}",20,0,27.28380701569685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.6, 'e': 8.005572669098854e-31}",20,14,12.322852567065821,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 5.930674100260004e-31}",25,0,40.54931447119269,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.6, 'e': 4.393551434397764e-31}",30,11,29.202030948991663,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.6, 'e': 3.2548229561041606e-31}",20,1,31.334641538002654,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.6, 'e': 2.4112321509750933e-31}",25,0,35.175492607022164,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.6, 'e': 1.78628471173592e-31}",25,14,7.614878429550605,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.6, 'e': 1.3233122617791595e-31}",25,3,33.65051809577139,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.6, 'e': 9.803338351775366e-32}",30,19,5.277708947157369,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 7.262491674503071e-32}",35,0,39.3363194912536,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.6, 'e': 5.380186160021155e-32}",20,16,6.398977282623341,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 3.985739938003276e-32}",20,0,19.47046858403762,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.6, 'e': 2.9527087689716475e-32}",25,0,33.70079854454787,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.6, 'e': 2.1874204564208814e-32}",20,0,21.659706188481945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.6, 'e': 1.6204809304085087e-32}",20,0,21.446353302435195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.6, 'e': 1.200481799513886e-32}",30,0,37.6008595436975,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.6, 'e': 8.893387906766639e-33}",30,4,42.00785823063781,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 6.588383804923169e-33}",30,0,41.25043241593808,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.6, 'e': 4.880794767531428e-33}",30,12,24.91891473434352,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 3.6157816951952715e-33}",20,0,23.169675841047894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.6, 'e': 2.6786369618080867e-33}",30,10,29.60302146161446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 1.9843830678989495e-33}",30,6,5.734100484123214,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
252,False,"{'a': 0.6, 'e': 1.4700671335118284e-33}",30,0,40.38060894199728,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.6, 'e': 1.089052518130906e-33}",20,2,24.206131549953444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.6, 'e': 8.06789948710682e-34}",20,8,17.48726423970534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.6, 'e': 5.976846942677419e-34}",20,0,24.724431161678396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.6, 'e': 4.427757117361251e-34}",20,0,27.339304596829393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.6, 'e': 3.2801631492943746e-34}",20,0,-14.23862871189036,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
258,False,"{'a': 0.6, 'e': 2.4300046278059985e-34}",20,0,29.173963767556312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.6, 'e': 1.80019170461958e-34}",25,0,35.3057660662811,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.6, 'e': 1.3336148155022659e-34}",20,0,23.671011617465528,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.6, 'e': 9.87966154695166e-35}",20,0,22.420295493236438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.6, 'e': 7.319033288150317e-35}",20,0,24.55646621358092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.6, 'e': 5.42207321763778e-35}",25,0,36.12370564623502,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.6, 'e': 4.0167706334964175e-35}",25,11,24.70154499204221,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.6, 'e': 2.9756968735933926e-35}",30,0,45.075208172135184,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.6, 'e': 2.2044504631836078e-35}",20,0,24.57804136156844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.6, 'e': 1.6330970697166692e-35}",20,0,-2.102341276498028,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
268,False,"{'a': 0.6, 'e': 1.2098280653880302e-35}",25,0,33.128640906381825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.6, 'e': 8.962626747315655e-36}",20,0,27.537813205647307,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.6, 'e': 6.639677199580756e-36}",20,0,7.324435787402542,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
271,False,"{'a': 0.6, 'e': 4.918793848894387e-36}",25,8,26.17570158683864,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.6, 'e': 3.643932107038119e-36}",25,8,22.686235726098264,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.6, 'e': 2.6994912998209623e-36}",25,2,32.878792338895714,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 1.999832341479143e-36}",20,0,30.189688258527326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.6, 'e': 1.4815122368763324e-36}",20,0,21.54385085540249,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.6, 'e': 1.0975312592409163e-36}",25,10,-2.798432604286159,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.6, 'e': 8.130711546134208e-37}",20,15,9.817964106276255,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 6.023379260483443e-37}",20,0,21.95592078757053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.6, 'e': 4.462229106242506e-37}",20,0,25.696750032332634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.6, 'e': 3.3057006267607456e-37}",20,0,24.638436045354567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.6, 'e': 2.448923256423335e-37}",30,0,28.212597768112264,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.6, 'e': 1.8142069694096134e-37}",35,25,-3.0845574212719953,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.6, 'e': 1.3439975790264015e-37}",25,0,30.85767967629794,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.6, 'e': 9.956578950948754e-38}",20,14,10.55795592316911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.6, 'e': 7.376015102518901e-38}",25,0,30.427838331683816,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.6, 'e': 5.46428638396953e-38}",25,10,21.390782148130683,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 4.048042916267646e-38}",25,0,23.08318281565391,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.6, 'e': 2.9988639504726297e-38}",20,0,27.179596364662412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.6, 'e': 2.2216130558556807e-38}",30,0,36.60861523110188,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.6, 'e': 1.6458114310822792e-38}",20,0,27.40772343183235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.6, 'e': 1.219247095952006e-38}",20,0,20.36697250199956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.6, 'e': 9.032404641945167e-39}",25,0,27.054092046930773,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.6, 'e': 6.691369935323108e-39}",20,0,21.269074650089497,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.6, 'e': 4.957088769409206e-39}",25,6,32.447142727934114,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.6, 'e': 3.6723016819150546e-39}",30,8,25.19541431458947,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 2.7205079978027906e-39}",30,10,29.847816643493474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 2.0154018942826463e-39}",25,0,25.565740517402475,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.6, 'e': 1.4930464452810337e-39}",25,0,30.154562735144918,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.6, 'e': 1.1060760109882593e-39}",20,2,18.88092445265164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 8.194012623990544e-40}",20,7,21.590575435008695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.6, 'e': 6.070273852348209e-40}",20,0,26.375998193451107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.6, 'e': 4.496969474347357e-40}",25,2,32.51411202100928,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.6, 'e': 3.331436924446009e-40}",25,2,32.89262808963301,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.6, 'e': 2.4679891746814672e-40}",25,0,37.494754034858644,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.6, 'e': 1.828331349049266e-40}",30,13,3.032876761168743,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.6, 'e': 1.3544611768192821e-40}",20,7,21.35608154756773,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.6, 'e': 1.0034095189937262e-40}",20,3,21.209032092016685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.6, 'e': 7.433440544760307e-41}",20,13,9.643420483186697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 5.50682819791267e-41}",25,16,12.703002346322757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 4.0795586671775746e-41}",25,0,27.197995644210785,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.6, 'e': 3.0222113929851715e-41}",20,0,28.366908399556973,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.6, 'e': 2.2389092666752908e-41}",20,0,23.888911590244014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.6, 'e': 1.6586247792061988e-41}",25,6,30.35552766059981,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.6, 'e': 1.2287394577101434e-41}",20,0,29.405787012861722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.6, 'e': 9.102725787422474e-42}",25,14,19.49713136013757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.6, 'e': 6.743465121191907e-42}",20,0,20.122995988811255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.6, 'e': 4.9956818323106133e-42}",30,0,40.08605078024728,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.6, 'e': 3.7008921261043325e-42}",20,0,27.548961736006486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.6, 'e': 2.7416883197955914e-42}",20,0,22.060833246972468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.6, 'e': 2.031092662734819e-42}",25,0,30.349294421604366,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.6, 'e': 1.504670452446901e-42}",25,0,32.71422863219389,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.6, 'e': 1.1146872872940685e-42}",25,13,-20.421115943795037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.6, 'e': 8.257806527897226e-43}",20,0,24.768503344222474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.6, 'e': 6.117533538730698e-43}",20,6,22.34562611775506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 4.531980311123208e-43}",25,0,27.885001821618822,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.6, 'e': 3.3573735902508733e-43}",25,0,-8.446758630534664,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
327,False,"{'a': 0.6, 'e': 2.487203529293443e-43}",30,21,16.751326913982187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.6, 'e': 1.8425656930444573e-43}",30,0,31.323764723298112,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.6, 'e': 1.3650062382103712e-43}",20,0,27.416359435275066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.6, 'e': 1.0112214926104523e-43}",25,7,31.82916326129339,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 7.491313068707862e-44}",20,0,26.728187519603164,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.6, 'e': 5.549701218129859e-44}",25,14,17.50840344157439,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 4.1113197817301243e-44}",20,0,25.1533898591724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.6, 'e': 3.0457406053548596e-44}",20,0,20.574433711728563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.6, 'e': 2.256340135917045e-44}",25,2,37.98514614586651,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.6, 'e': 1.6715378847428109e-44}",25,16,16.032031842389667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.6, 'e': 1.2383057215772516e-44}",20,0,24.436506769792384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.6, 'e': 9.173594413188503e-45}",20,10,18.32631955134164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 6.795965890434054e-45}",20,0,26.948412294896297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.6, 'e': 5.034575358765002e-45}",25,0,31.86296680799788,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.6, 'e': 3.7297051591683106e-45}",25,0,29.63239926171222,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.6, 'e': 2.763033539682491e-45}",25,0,33.69850343072711,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.6, 'e': 2.046905590551492e-45}",25,0,-12.021397838006592,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
344,False,"{'a': 0.6, 'e': 1.516384957495817e-45}",20,0,27.94612454099292,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.6, 'e': 1.1233656060805736e-45}",20,0,22.736049119721965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.6, 'e': 8.322097094716502e-46}",20,0,21.115150300372395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.6, 'e': 6.165161162048372e-46}",20,0,27.766910656536414,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.6, 'e': 4.567263722284707e-46}",25,0,27.193198433937443,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.6, 'e': 3.3835121841271165e-46}",25,11,17.60480450016823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 2.5065674758999636e-46}",30,0,2.1548709323861104,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
351,False,"{'a': 0.6, 'e': 1.8569108575148756e-46}",20,11,12.169821241994443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 1.3756333974287331e-46}",25,0,31.238531349374078,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.6, 'e': 1.0190942857935006e-46}",20,0,28.74232433491516,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.6, 'e': 7.549636155084472e-47}",20,7,20.410343011106775,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.6, 'e': 5.592908023204045e-47}",25,0,29.91424519565012,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.6, 'e': 4.1433281701865247e-47}",20,0,-17.801666586438284,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
357,False,"{'a': 0.6, 'e': 3.0694530027380194e-47}",25,6,-10.977475180498494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.6, 'e': 2.2739067119545356e-47}",25,20,12.040310783319509,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 1.6845515243463746e-47}",20,0,27.697400027555886,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
